News,Price_Direction_Up,Price_Direction_Constant,Price_Direction_Down,Asset_Comparision,Past_Information,Future_Information,Price_Sentiment,label_num
morgan stanley : a 'rare' call to buy some gold,0,0,0,0,1,0,none,3
"December gold 0.1% lower at $1,272.50/oz.",0,0,1,0,1,0,negative,1
Gold prices settle higher for a second straight session,1,0,0,0,1,0,positive,2
Gold set for first weekly loss in three as investors seek riskier assets,0,0,1,0,1,0,negative,1
"gold drops below $1,400, ends near two week low",0,0,1,0,1,0,negative,1
mcx goldpetal january contract rises,1,0,0,0,1,0,positive,2
"Gold prices fall for the month, but gain for the quarter",1,0,1,0,1,0,positive,2
gold closes almost $4 lower; copper taps another record,0,0,1,1,1,0,negative,1
"commerzbank : china, russia, india gold imports from switzerland advance",0,0,0,0,1,0,none,3
mining : gold supply to increase 2.2% for 2018 - refinitiv,0,0,0,0,1,0,none,3
gold futures extend fall on government rescue plans,0,0,1,0,1,0,negative,1
"gold mirrors global trend, gains over rs 100 in city",1,0,0,0,1,0,positive,2
gold futures slide 0.22% on weak global pointers,0,0,1,0,1,0,negative,1
Gold inches up as physical demand offsets stronger dollar,1,0,0,1,1,0,positive,2
Gold futures pare loss as ICE U.S. Dollar Index falls to session lows,0,0,1,1,1,0,negative,1
"silver vaults to rs 50k tag, gold conquers fresh highs",1,0,0,1,1,0,positive,2
"volatility keeping gold prices in check; commodity may soon fall towards rs 28,000",0,0,1,1,1,0,negative,1
"Gold tanks on heavy sell-off, ends below 29k",0,0,1,0,1,0,negative,1
"Gold futures rise to Rs 31,180 per 10 gram",1,0,0,0,1,0,positive,2
"Gold futures up at Rs 31,834 on global cues",1,0,0,0,1,0,positive,2
gold falls to session lows after u.s. gdp report,0,0,1,0,1,0,negative,1
gold slips as dollar steadies; n. korea headlines in focus,0,0,1,1,1,0,negative,1
gold backers -- finally -- in nirvana,0,0,0,0,1,0,none,3
Gold dips in choppy trade after Fed rate hike,0,0,1,0,1,0,negative,1
dec gold down $2.80 at $406.80/oz in ny,0,0,1,0,1,0,negative,1
"gold gains rs 130 to rs 31,080, silver rs 200 on low-level buying",1,0,0,1,1,0,positive,2
"August gold down $13.60, or 1.1%, to end at $1,209.70/oz for the session",0,0,1,0,1,0,negative,1
"Gold futures surge to Rs 26,618 per 10 gm",1,0,0,0,1,0,positive,2
"june gold settles at $1,255.50/oz, down $5.90, or 0.5%",0,0,1,0,1,0,negative,1
"Gold prices gain in Asia on bargain hunting, Yellen speech awaited",1,0,0,0,1,0,positive,2
gold inches down as dollar gains,0,0,1,1,1,0,negative,1
"gold closes virtually flat at $1,191.80/oz",0,1,0,0,1,0,neutral,0
"gold gains on global cues, silver falls on sluggish demand",1,0,0,1,1,0,positive,2
Gold hits over 3-month high on strong technicals,1,0,0,0,1,0,positive,2
Gold edges higher ahead of U.S. jobless claims report,1,0,0,0,1,0,positive,2
gold prices rise during trade,1,0,0,0,1,0,positive,2
sell mcx gold april; target of rs 27440/27230: karvy,0,0,0,0,1,0,none,3
gold futures fall from quarter-century high,0,0,1,0,1,0,negative,1
"gold futures up; market eyes economic data, iraq",1,0,0,0,1,0,positive,2
"gold futures rise above $1,600 an ounce",1,0,0,0,1,0,positive,2
Gold hub Switzerland is a net importer,0,0,0,0,1,0,none,3
karatbank : revolution or scam? company creates cryptocurrency bound to actual gold,0,0,0,0,1,0,none,3
india raises margins on gold futures: fmc,0,0,0,0,1,0,none,3
"Gold prices mark a loss as U.S. equities, dollar gain ground",0,0,1,1,1,0,negative,1
"gold falls a third session, down 1.8% on week",0,0,1,0,1,0,negative,1
gold futures settle at highest level in a week,1,0,0,0,1,0,positive,2
"gold outlook:  angel advises to buy, emkay says sell",0,0,0,0,1,0,none,3
gold rebounds after us gdp but set for weekly loss,1,0,1,0,1,0,positive,2
gold futures close up $2 at $596.30 an ounce,1,0,0,0,1,0,positive,2
"Gold prices gain as China reports weaker prices, copper down",1,0,0,1,1,0,positive,2
gold gains $16; copper ends 12% higher,1,0,0,1,1,0,positive,2
"dec. gold ends up $6.50, or 0.7%, at $887.30 an ounce",1,0,0,0,1,0,positive,2
"Gold pares some gains after ISM services, factory orders data",1,0,0,0,1,0,positive,2
gold trades lower in early trade on profit booking; brokerages bullish,0,0,1,0,1,0,negative,1
"Gold pares loss, oil holds gains as Trump administration announces its tax plan",1,0,0,1,1,0,positive,2
gold to trade in 30698-31492 range: achiievers equities,0,1,0,0,0,1,neutral,0
3 trends that could push gold higher in 2018,1,0,0,0,1,0,positive,2
gold jumps to 3 week high,1,0,0,0,1,0,positive,2
mangal keshav positive on gold; expects rally above usd1803,1,0,0,0,0,1,positive,2
all that glitters isn't gold. it's silver,0,0,0,1,1,0,none,3
ig : gold trading strategies: how to trade gold,0,0,0,0,1,0,none,3
spot gold prices slip $0.10 to $886.10/troy ounce,0,0,1,0,1,0,negative,1
gold futures recoup friday's loss on comex,0,0,1,0,1,0,negative,1
"april gold falls $5.90, or 0.5%, to settle at $1,311.90/oz",0,0,1,0,1,0,negative,1
"Gold, copper prices dip as HSBC flash PMI falls sharply in August",0,0,1,1,1,0,negative,1
"gold gets a leg-up on festive demand, prices climb",1,0,0,0,1,0,positive,2
"Gold plunges Rs 335, silver falls below Rs 41K-mark",0,0,1,1,1,0,negative,1
"December gold $4.30, or 0.3%, lower at $1,265.10/oz.",0,0,1,0,1,0,negative,1
"gold ends higher, but loses 1.2% on week",1,0,0,0,1,0,positive,2
"december gold down $4.70 at $1,307.80 an ounce",0,0,1,0,1,0,negative,1
"june gold rises $4.40 to $1,498/oz in ny",1,0,0,0,1,0,positive,2
"buried treasure: a $34,500 gold coffin",0,0,0,0,1,0,none,3
"gold remains lower after personal income, consumption data",0,0,1,0,1,0,negative,1
"gold rate today: gold, silver down in early trade",0,0,1,1,1,0,negative,1
barclays expects gold to hit new low as fed plans rate hike,0,0,1,0,1,0,negative,1
"Gold falls to Rs 30,365; silver down by Rs 210 per kg",0,0,1,1,1,0,negative,1
us mint american eagle gold coin sales fall 4.7 pct in september,0,0,0,0,1,0,none,3
gold ends modestly higher on weaker dollar,1,0,0,1,1,0,positive,2
"gold falls as dollar firms, n.korea worries ease",0,0,1,1,1,0,negative,1
Gold turns higher after data show fall in August ISM manufacturing index,0,0,1,0,1,0,negative,1
"gold futures up 90c at $1,102.20 an ounce",1,0,0,0,1,0,positive,2
Gold holds loss after March industrial-production report,0,0,1,0,1,0,negative,1
Gold gains as worsening Sino-US trade tensions dent risk appetite,1,0,0,0,1,0,positive,2
gold futures near 1-1/2 month lows on u.s. optimism,0,0,1,0,1,0,negative,1
"gold holds near $1,250, oil extends gains after fed announcement",1,1,0,1,1,0,positive,2
Gold jewellery prices to go up; demand seen depressed,1,0,0,0,1,0,positive,2
"Gold prices rise 0.5% to $1,276.70 an ounce",1,0,0,0,1,0,positive,2
next tranche of sovereign gold bonds opens: here's all you need to know,0,0,0,0,1,0,none,3
"Gold down 1% after U.S. data, Fed meeting in focus",0,0,1,0,1,0,negative,1
"spot gold bid at $408.40 an ounce, up 80c",1,0,0,0,1,0,positive,2
"Gold ends at 1-week low, then inches higher in electronic trade after Fed statement",1,0,1,0,1,0,positive,2
Gold futures hover near 10-month lows ahead of U.S. data,0,1,0,0,1,0,neutral,0
april gold up $1.50 to close at $663/oz for the session,1,0,0,0,1,0,positive,2
"gold resumes slide, settles 0.8% lower as dollar strengthens",0,0,1,1,1,0,negative,1
gold demand in india halved in may,0,0,0,0,1,0,none,3
gold futures end the week with 2% gain,1,0,0,0,1,0,positive,2
kirkland lake gold to buy out venture partner,0,0,0,0,1,0,none,3
"etfs : gold-backed etfs added 197.5t in 2017, growing assets by 8.4%",0,0,0,0,1,0,none,3
Gold prices down slightly in Asia with focus on U.S. jobs report,0,0,1,0,1,0,negative,1
gold stocks lose luster,0,0,1,0,1,0,negative,1
"charts : gold and silver - still weak, qrtly, mthly, wkly charts",0,0,1,1,1,0,negative,1
gold gains; silver rallies nearly 3%,1,0,0,1,1,0,positive,2
Gold prices nudge up after Italy PM resigns,1,0,0,0,1,0,positive,2
"Gold falls to Rs 32,130; silver plunges by Rs 250/kg",0,0,1,1,1,0,negative,1
"Dec. gold loses $3.60, or 0.3%, to settle at $1,273.20/oz",0,0,1,0,1,0,negative,1
gold etfs see third straight outflow in fy16 at rs 903 crore,0,0,0,0,1,0,none,3
Gold eases as dollar remains firm; eyes first weekly gain in four,0,1,0,1,1,0,neutral,0
"gold futures close up $7.40 at $1,424.90",1,0,0,0,1,0,positive,2
gold logs 4-session loss of almost $17,0,0,1,0,1,0,negative,1
"feb. gold loses $9.4 to end at $1,103.2/oz",0,0,1,0,1,0,negative,1
gold 'radically undervalued' with price about to take off - expert,0,0,0,0,1,0,none,3
Gold prices gain 0.5% for highest settlement in nearly eight weeks,1,0,0,0,1,0,positive,2
MCX GOLD April contract firms up,1,0,0,0,1,0,positive,2
"gold prices post modest climb, remain under $460",1,0,0,0,1,0,positive,2
"Gold jumps to Rs 31,400; silver down by Rs 250 per kg",1,0,0,1,1,0,positive,2
"gold up on week, down on month",1,0,0,0,1,0,positive,2
"inflation, deflation and the big gold call",0,0,0,0,1,0,none,3
"june gold at $16, or 1.3%, higher at $1,251/oz",1,0,0,0,1,0,positive,2
Gold futures turn higher as losses for U.S. equities worsen,1,0,0,0,1,0,positive,2
"gold settles 0.3% higher at $1,500.20 an ounce",1,0,0,0,1,0,positive,2
india can afford gold import of $30 billion a year: rangarajan,0,0,0,0,1,0,none,3
gold buyers bank on credit cards,0,0,0,0,1,0,none,3
"Gold prices jump $13.30, or 1.1%, to $1,191.60 an ounce",1,0,0,0,1,0,positive,2
Gold hits near one-year peak as tensions rise over North Korea,1,0,0,0,1,0,positive,2
spot gold quoted at $556.20 in asia trade,1,0,0,0,1,0,positive,2
"gold, silver turn higher as ukraine tension boosts safety demand",1,0,0,1,1,0,positive,2
"heard on the street: gold, cummins shares",0,0,0,0,1,0,none,3
Gold futures up Rs 44 on firm global leads,1,0,0,0,1,0,positive,2
"crude, gold stable after chicago pmi",0,1,0,1,1,0,neutral,0
dubai gold and commodity exchange launches mini-rupee futures,0,0,0,1,1,0,none,3
gold prices rise as palladium falls,0,0,1,1,1,0,negative,1
Gold futures lose ground but remain supported on growth concerns,0,0,1,0,1,0,negative,1
Gold prices hold steady as dollar eases,0,1,0,1,1,0,neutral,0
"silver plunges on heavy sell-off, gold declines",0,0,1,1,1,0,negative,1
"Gold futures open firmer at Rs 29,770",0,1,0,0,1,0,neutral,0
april gold ends down $2.40 at $971.80 an ounce on nymex,0,0,1,0,1,0,negative,1
"rupee rises, gold slips to over 7-week low",0,0,1,1,1,0,negative,1
ibm to manage gold fields' south africa it systems,0,0,0,0,1,0,none,3
"Commodity outlook: Gold, silver may trade sideways; base metals look weak",0,1,0,1,1,0,neutral,0
sharps pixley: the state of the gold market and where it may be headed,0,0,0,0,1,0,none,3
Gold falls in global market,0,0,1,0,1,0,negative,1
"gold futures end lower, gain for the month",0,0,1,0,1,0,negative,1
"gold rebounds 1% to settle at $1,659.50 an ounce",1,0,0,0,1,0,positive,2
indians are falling out of love with gold and have a new-found fascination,0,0,0,0,1,0,none,3
gold kist slumps after merrill lynch downgrade,0,0,0,0,1,0,none,3
"gold falls, as dollar edges higher against rivals",0,0,1,1,1,0,negative,1
gold to trade in 27325-27723 range: achiievers equities,0,1,0,0,0,1,neutral,0
gold kist hires another adviser to assist its review,0,0,0,0,1,0,none,3
Gold down as rising trade tensions unnerve investors,0,0,1,0,1,0,negative,1
Gold inches up as prospects for further US rate hikes weigh on dollar,1,0,0,1,1,0,positive,2
"Gold settles down $2.50, or 0.2%, at $1,130.70 an ounce",0,0,1,0,1,0,negative,1
"why gold's plunge below $1,300 may be a buying opportunity",0,0,1,0,0,1,negative,1
Gold futures settle lower for fourth session out of five,0,0,1,0,1,0,negative,1
gobble up gains on gold,1,0,0,0,1,0,positive,2
gold futures settle near two-week high,1,0,0,0,1,0,positive,2
"gold hits 4-month low, slips rs 180 on overseas trend",0,0,1,0,1,0,negative,1
Gold prices inch up in electronic trading after release of Fed minutes,1,0,0,0,1,0,positive,2
"Gold firm as growth concerns, US govt shutdown drag dollar",0,1,0,1,1,0,neutral,0
govt to keep cad in control by lower gold imports,0,0,0,0,1,0,none,3
world gold council : slowdown in etf inflows drives 4% drop in gold demand,0,0,0,0,1,0,none,3
"gold falls on robust u.s. jobs data, ecb language",0,0,1,0,1,0,negative,1
"hold stocks of gold loan companies: sonam udasi, idbi capital",0,0,0,0,1,0,none,3
"august gold up $17, or 1.1%, to end at $1,613.80",1,0,0,0,1,0,positive,2
"gold loses rs 200, silver sheds rs 1,000 on sluggish demand",0,0,1,1,1,0,negative,1
"oil, gold extend losses on consumer sentiment",0,0,1,1,1,0,negative,1
gold turns higher on flight-to-safety buying,1,0,0,0,1,0,positive,2
june gold opens up $5.90 at $923.50 an ounce on nymex,1,0,0,0,1,0,positive,2
comex gold settles at highest level in three weeks,1,0,0,0,1,0,positive,2
buy mcx aug gold; target of rs 27133: way2wealth,0,0,0,0,1,0,none,3
cme group gold volume shoots up by 16% y/y during july,0,0,0,0,1,0,none,3
"gold higher but pares gains slightly after data, up $14.80 at $1,341.50/oz",1,0,0,0,1,0,positive,2
gold futures back above $350,1,0,0,0,1,0,positive,2
"dec. gold rallies $13.60 to $1,756.20/oz in ny",1,0,0,0,1,0,positive,2
"gold prices up by rs 160 to rs 30,750 on diwali demand",1,0,0,0,1,0,positive,2
"gold turns slightly lower, taps $1,569.70 low",0,0,1,0,1,0,negative,1
dec. gold climbs $1.70 to $675.20/oz in afternoon trading,1,0,0,0,1,0,positive,2
"Gold futures rise to Rs 25,865 on global cues",1,0,0,0,1,0,positive,2
spot gold up 50 cents at $959.50/troy ounce,1,0,0,0,1,0,positive,2
Strict measures needed to contain gold imports,0,0,0,0,1,0,none,3
td securities : equity weakness needed to maintain gold rally,0,0,0,0,1,0,none,3
"Dec. gold settles at $1,346.10/oz, up $2.70, or 0.2%",1,0,0,0,1,0,positive,2
Gold turns higher after U.S. retail sales disappoint,1,0,0,0,1,0,positive,2
gold ends higher after six session drop,1,0,0,0,1,0,positive,2
gold futures inch higher in afternoon trading,1,0,0,0,1,0,positive,2
dec gold falls 40c to $420/oz in ny,0,0,1,0,1,0,negative,1
"june gold taps $669.30/oz, highest futures price since '80",1,0,0,0,1,0,positive,2
gold for october delivery climbs $16.60 to $904.80 an ounce,1,0,0,0,1,0,positive,2
"metals indexes close higher, mirror gold's gains",1,0,0,0,1,0,positive,2
Gold edges lower after best day since April as dollar steadies,0,0,1,1,1,0,negative,1
"precious - gold rises as risk aversion hurts equities, dollar",1,0,0,1,1,0,positive,2
"dec. gold down $1 at $1,712 after $1,719.90 high",0,0,1,0,1,0,negative,1
Gold prices end the week 0.7% lower,0,0,1,0,1,0,negative,1
"Base price of gold, silver for customs duty cut",0,0,1,1,1,0,negative,1
silver coins log biggest single day fall; gold dips rs 835,0,0,1,1,1,0,negative,1
Gold slips lower as markets focus on U.S. data,0,0,1,0,1,0,negative,1
"Profit-taking, weak global cues pull gold futures down to Rs 29,210",0,0,1,0,1,0,negative,1
gold futures open slightly lower on view of rates,0,0,1,0,1,0,negative,1
"Dec. gold settles at $1,287.50/oz, up $3.80, or 0.3%",1,0,0,0,1,0,positive,2
"June gold gains 90 cents, or less than 0.1%, to $1,258.20/oz",1,0,0,0,1,0,positive,2
russia-china real gold standard means end of us dollar dominance,0,0,0,1,1,0,none,3
Gold holds near 3-1/2 month high; Trump's economic policy in focus,0,1,0,0,1,0,neutral,0
south africa : unions declare dispute over wage talks with gold firms,0,0,0,0,1,0,none,3
"gold rises, supported by crude oil gains",1,0,0,1,1,0,positive,2
gold extends loss to second day after jobs data,0,0,1,0,1,0,negative,1
gold marks highest close since 1980,1,0,0,0,1,0,positive,2
Jewellers bank on Akshaya Tritiya for higher gold sales,0,0,0,0,1,0,none,3
gold rebounds by rs 155 on firming global trend,1,0,0,0,1,0,positive,2
gold futures close down $16.10 at $651.90 an ounce,0,0,1,0,1,0,negative,1
gold futures lower in last hour of trade,0,0,1,0,1,0,negative,1
canadian gold miners lift broader market,0,0,0,0,1,0,none,3
mcx goldpetal november contract trades firm,0,0,0,0,1,0,none,3
"gold ends slightly higher, as dollar falls",1,0,0,1,1,0,positive,2
gold an ultimate asset bubble in bear market: george soros,0,0,0,0,1,0,none,3
"spot gold bid at $413.30 an ounce, down $8.10 - kitco",0,0,1,0,1,0,negative,1
Gold futures rise on firm Asian cues,1,0,0,0,1,0,positive,2
Gold tumbles to 2-week low with December Fed rate hike in sight,0,0,1,0,1,0,negative,1
gold prices trade at one-month high,1,0,0,0,1,0,positive,2
"gold falls below &#36;1,300 as strong economic data hurts",0,0,1,0,1,0,negative,1
"feb gold last at $557.70/oz, up $13.20, or 2.4%",1,0,0,0,1,0,positive,2
"gold settles 0.4% lower at $1,651.80",0,0,1,0,1,0,negative,1
budget 2013: gjf lauds fm for not increasing import duty on gold,0,0,0,0,1,0,none,3
"April gold off $2.20, or 0.2%, at $1,207.40/oz.",0,0,1,0,1,0,negative,1
"gold ends lower, copper jumps 7% on u.s. jobs data",0,0,1,1,1,0,negative,1
"gold settles 0.2% lower at $1,248.10 an ounce",0,0,1,0,1,0,negative,1
"Gold up for 2nd day on China data, weaker stock markets",1,0,0,0,1,0,positive,2
Gold prices fall after jobs report,0,0,1,0,1,0,negative,1
"dec gold up $7.60, up 2%, at $383.80/oz",1,0,0,0,1,0,positive,2
"Dec. gold gains $8.10, or 0.6%, to settle at $1,322.20/oz",1,0,0,0,1,0,positive,2
